card_id,trophy_bin,appearances,wins_with_card,total_battles_bin,usage_rate,win_rate,card_name
26000096,5000-9999,2511,1109,79712,0.03150090325170614,0.44165671047391475,Goblin Machine
26000061,5000-9999,2419,1113,79712,0.03034674829385789,0.4601074824307565,Fisherman
26000052,5000-9999,2418,1056,79712,0.03033420313127258,0.43672456575682383,Zappies
26000068,5000-9999,2398,1060,79712,0.030083299879566438,0.44203502919099247,Battle Healer
26000029,5000-9999,2264,867,79712,0.028402248093135286,0.3829505300353357,Lava Hound
28000016,5000-9999,2201,991,79712,0.02761190285026094,0.4502498864152658,Heal Spirit
26000053,5000-9999,2124,1096,79712,0.026645925331192293,0.5160075329566854,Rascals
27000007,5000-9999,2091,1028,79712,0.026231934965877158,0.4916307986609278,Elixir Collector
26000099,5000-9999,2085,1082,79712,0.026156663990365314,0.5189448441247002,Goblinstein
27000013,5000-9999,2027,933,79712,0.025429044560417502,0.4602861371484953,Goblin Drill
26000028,5000-9999,1728,769,79712,0.021678040947410677,0.44502314814814814,Three Musketeers
26000054,5000-9999,1622,850,79712,0.020348253713368125,0.5240443896424167,Cannon Cart
26000097,5000-9999,1567,815,79712,0.019658269771176233,0.5201021059349075,Suspicious Bush
26000077,5000-9999,1310,643,79712,0.016434162986752307,0.4908396946564885,Monk
26000087,5000-9999,1282,534,79712,0.01608289843436371,0.4165366614664587,Phoenix
28000025,5000-9999,1002,435,79712,0.01257025291047772,0.4341317365269461,Spirit Empress
28000023,5000-9999,925,414,79712,0.011604275391409073,0.44756756756756755,Void
26000095,5000-9999,814,388,79712,0.010211762344439984,0.47665847665847666,Goblin Demolisher
27000005,5000-9999,520,217,79712,0.006523484544359695,0.4173076923076923,Barbarian Hut
26000101,5000-9999,475,197,79712,0.005958952228020875,0.4147368421052632,Rune Giant
26000055,10000-14999,5132,2828,10049,0.5106975818489402,0.5510522213561965,Mega Knight
28000011,10000-14999,5078,3146,10049,0.505323912827147,0.619535250098464,The Log
26000064,10000-14999,4907,2920,10049,0.4883072942581351,0.5950682698186265,Firecracker
26000011,10000-14999,4832,2724,10049,0.48084386506120014,0.5637417218543046,Valkyrie
28000001,10000-14999,4577,2734,10049,0.45546820579162106,0.5973344985798558,Arrows
26000021,10000-14999,4221,2408,10049,0.4200417952035028,0.5704809286898839,Hog Rider
28000008,10000-14999,3658,2119,10049,0.364016320031844,0.5792782941498087,Zap
26000000,10000-14999,3591,2016,10049,0.3573489899492487,0.5614035087719298,Knight
28000000,10000-14999,3567,1995,10049,0.3549606926062295,0.5592935239697224,Fireball
26000007,10000-14999,3373,1743,10049,0.3356552890834909,0.5167506670619626,Witch
26000041,10000-14999,3308,1850,10049,0.3291869837794805,0.5592503022974608,Goblin Gang
28000004,10000-14999,3197,1781,10049,0.3181411085680167,0.5570847669690334,Goblin Barrel
26000018,10000-14999,3083,1560,10049,0.3067966961886755,0.5060006487187804,Mini P.E.K.K.A
26000017,10000-14999,3073,1497,10049,0.30580157229575083,0.48714611129189717,Wizard
26000004,10000-14999,2962,1436,10049,0.294755697084287,0.48480756245779877,P.E.K.K.A
26000040,10000-14999,2909,1600,10049,0.28948154045178626,0.5500171880371262,Dart Goblin
26000030,10000-14999,2888,1605,10049,0.2873917802766444,0.5557479224376731,Ice Spirit
26000012,10000-14999,2884,1465,10049,0.2869937307194746,0.5079750346740638,Skeleton Army
27000006,10000-14999,2831,1526,10049,0.28171957408697385,0.5390321441186859,Tesla
26000010,10000-14999,2718,1533,10049,0.27047467409692505,0.5640176600441501,Skeletons
26000042,10000-14999,2610,1375,10049,0.25972733605333864,0.5268199233716475,Electro Wizard
26000049,10000-14999,2592,1445,10049,0.2579361130460742,0.5574845679012346,Bats
26000016,10000-14999,2057,994,10049,0.20469698477460443,0.4832280019445795,Prince
26000015,10000-14999,2049,952,10049,0.2039008856602647,0.4646168862859932,Baby Dragon
26000006,10000-14999,1967,991,10049,0.19574086973828242,0.5038129130655821,Balloon
26000035,10000-14999,1946,1050,10049,0.1936511095631406,0.539568345323741,Lumberjack
26000026,10000-14999,1924,975,10049,0.19146183699870634,0.5067567567567568,Princess
26000037,10000-14999,1841,904,10049,0.1832023086874316,0.49103747963063554,Inferno Dragon
27000000,10000-14999,1809,940,10049,0.18001791223007266,0.5196241017136539,Cannon
26000014,10000-14999,1800,928,10049,0.17912230072644045,0.5155555555555555,Musketeer
27000003,10000-14999,1797,926,10049,0.17882376355856305,0.5153032832498609,Inferno Tower
26000043,10000-14999,1713,780,10049,0.17046472285799583,0.4553415061295972,Elite Barbarians
28000002,10000-14999,1528,827,10049,0.15205493083888943,0.5412303664921466,Rage
26000005,10000-14999,1493,780,10049,0.1485719972136531,0.522438044206296,Minions
26000045,10000-14999,1437,709,10049,0.14299930341327496,0.4933890048712596,Executioner
26000001,10000-14999,1417,735,10049,0.1410090556274256,0.5187014820042343,Archers
26000046,10000-14999,1413,757,10049,0.14061100607025576,0.5357395612172682,Bandit
28000015,10000-14999,1368,761,10049,0.13613294855209473,0.5562865497076024,Barbarian Barrel
26000025,10000-14999,1350,651,10049,0.13434172554483034,0.4822222222222222,Guards
28000009,10000-14999,1324,757,10049,0.1317544034232262,0.5717522658610272,Poison
28000012,10000-14999,1266,652,10049,0.12598268484426312,0.5150078988941548,Tornado
26000056,10000-14999,1245,670,10049,0.1238929246691213,0.5381526104417671,Skeleton Barrel
28000003,10000-14999,1234,627,10049,0.12279828838690417,0.5081037277147488,Rocket
28000026,10000-14999,1224,626,10049,0.1218031644939795,0.511437908496732,Vines
26000032,10000-14999,1195,602,10049,0.11891730520449796,0.503765690376569,Miner
26000024,10000-14999,1177,569,10049,0.11712608219723356,0.48343245539507224,Royal Giant
26000027,10000-14999,1177,580,10049,0.11712608219723356,0.4927782497875956,Dark Prince
26000062,10000-14999,1165,571,10049,0.11593193352572395,0.4901287553648069,Magic Archer
27000010,10000-14999,1146,582,10049,0.11404119812916708,0.5078534031413613,Furnace
26000047,10000-14999,1112,540,10049,0.1106577768932232,0.4856115107913669,Royal Recruits
26000013,10000-14999,1110,541,10049,0.11045875211463828,0.4873873873873874,Bomber
26000033,10000-14999,1110,511,10049,0.11045875211463828,0.4603603603603604,Sparky
26000020,10000-14999,1084,525,10049,0.10787142999303413,0.4843173431734317,Giant Skeleton
26000058,10000-14999,1047,516,10049,0.10418947158921285,0.49283667621776506,Wall Breakers
26000051,10000-14999,1046,452,10049,0.1040899591999204,0.4321223709369025,Ram Rider
26000036,10000-14999,1038,539,10049,0.10329386008558065,0.5192678227360308,Battle Ram
26000063,10000-14999,1000,517,10049,0.09951238929246692,0.517,Electro Dragon
26000009,10000-14999,989,436,10049,0.09841775301024977,0.4408493427704752,Golem
26000023,10000-14999,976,494,10049,0.09712409194944771,0.5061475409836066,Ice Wizard
26000084,10000-14999,933,508,10049,0.09284505920987163,0.5444801714898178,Electro Spirit
28000017,10000-14999,894,462,10049,0.08896407602746542,0.5167785234899329,Giant Snowball
26000022,10000-14999,866,389,10049,0.08617772912727635,0.4491916859122402,Minion Horde
28000007,10000-14999,857,433,10049,0.08528211762364414,0.5052508751458576,Lightning
26000059,10000-14999,847,390,10049,0.08428699373071948,0.4604486422668241,Royal Hogs
28000014,10000-14999,828,439,10049,0.0823962583341626,0.5301932367149759,Earthquake
28000005,10000-14999,819,431,10049,0.0815006468305304,0.5262515262515263,Freeze
26000050,10000-14999,803,406,10049,0.07990844860185094,0.5056039850560399,Royal Ghost
