tag,name,trophies,clan_tag,clan_name
#ULLVLY2GC,peewee4017,7533,#G0VVJ0CJ,WAR WAR WAR WAR
#V00RGP8YP,ananold,4810,#QVYQQC0R,abc
#URUR0V90Q,fat capi,9851,#GY2YRG80,ELITE
#GJ8YGGCGG,Ben F2P,7030,#LCLGPPCP,King
#LCQLC988Q,london_joj,9568,#QUY9JL9L,XYZ
#PPY0JG0JR,Adrien B,7148,#G082LR20,ROYAL
#YV22QPLRG,Gustavo,10000,#QJ80LQJU,ELITE
#YPY299CL,Kamil,3085,#G0VYVV29,war
#208YJV98UJ,Kean,2177,#L89U8J0R,ABC ABC ABC ABC
#PLJCUPLV0,Yd.eray,3000,#RQ2UG800,ELITE
#29PQR9QLG,cinoziT,8855,#QPQUYYY8,Dark
#20Y2JPQJVJ,kikou,4600,#L89U8J0R,ABC ABC ABC ABC
#PPGQQ9U9V,causa,10000,#QVVYC89J,QUEEN
